full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,sub_area,area_m,green_zone_part,indust_part,preschool,school,healthcare,shopping,office,radiation,detention,young,work,elder,0_6_age,7_14_age,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,mkad_km,kremlin_km,green_part_1000,prom_part_1000,office_count_1000,trc_count_1000,leisure_count_1000,price_doc
44,27.0,5.0,12.0,breezeblock,1964.0,2.0,5.0,Cheremushki,5467178.308999999,0.055779365,0.1363303,4,5,3,6,10,yes,no,12524,65782,24312,5628,6141,1.836552465,1.2750394859999998,14.71995762,1.226663135,5.793892797000001,11.38172131,16.41,46.29,8,0,0,6300000
44,25.0,5.0,5.0,brick,1936.0,2.0,8.0,Sokolinaja Gora,7905261.321,0.014925117,0.319809354,4,4,5,8,16,yes,no,9647,55337,20972,4257,4756,2.025583895,1.4735953659999999,17.68314439,1.4735953659999999,7.194347735,7.006037277999999,0.28,34.79,3,0,0,5800000
63,43.0,2.0,12.0,panel,1972.0,3.0,7.0,Akademicheskoe,5704502.19,0.043127100999999994,0.151346216,6,6,4,1,10,yes,no,12074,68518,25853,5506,5889,1.1569858709999998,0.418388129,5.020657551,0.418388129,8.74710048,7.342875749,5.33,0.0,8,1,1,10000000
67,39.0,2.0,4.0,brick,1939.0,3.0,9.0,Jaroslavskoe,8338438.453,0.037753826000000004,0.127811589,4,6,1,3,5,no,no,14309,58882,21045,5991,7287,7.6391724729999995,7.136036487,73.00963946,6.084136622000001,1.038593187,14.62873882,38.9,0.0,2,1,1,9000000
38,19.0,13.0,16.0,breezeblock,1983.0,1.0,9.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,3.181047972,1.693307395,20.31968874,1.693307395,3.5847101969999997,15.13903455,27.77,0.0,2,3,0,6700000
77,45.0,14.0,17.0,panel,1984.0,3.0,10.0,Krylatskoe,12164477.11,0.297166335,0.0,7,7,2,6,4,no,yes,10175,48620,19712,4611,5067,1.5481113969999998,0.772410268,8.513633526,0.70946946,3.0616656719999997,12.24153039,43.06,0.0,0,5,0,16400000
37,18.0,7.0,17.0,panel,1993.0,1.0,8.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,2.064615661,1.5818595069999999,7.199439018,0.599953252,4.0076473130000005,22.69655737,22.51,0.0,0,4,0,6000000
55,36.0,2.0,5.0,panel,1962.0,3.0,5.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,0.452018735,0.260590009,3.127080111,0.260590009,3.807418169,10.491733199999999,7.92,0.01,1,5,0,7450000
67,46.0,4.0,7.0,brick,1947.0,3.0,6.0,Krasnosel'skoe,4996777.402,0.011047989,0.246623602,2,6,3,6,45,no,no,5670,30314,11261,2287,2940,1.001483817,0.346448704,2.608509639,0.217375803,11.46534298,3.606725192,1.2,18.48,21,6,2,13000000
45,28.0,5.0,9.0,panel,1968.0,2.0,6.0,Ochakovo-Matveevskoe,17526506.21,0.133372781,0.309479124,2,3,0,6,4,no,no,16098,78670,24075,7454,7715,7.927476421000001,4.9296406280000005,59.15568754,4.9296406280000005,3.938098723,10.18340185,20.11,0.0,0,2,0,7400000
44,30.0,5.0,5.0,brick,1960.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,0.23129436899999997,0.185035495,2.220425944,0.185035495,9.441392785,9.277350067,18.95,12.2,2,0,2,7600000
60,34.0,6.0,22.0,panel,1995.0,2.0,10.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,2.0196134359999998,0.781316517,4.8391704980000005,0.40326420799999996,4.151347675,22.89528261,11.07,0.0,0,4,0,8250000
45,18.0,9.0,17.0,mass concrete plus brick,2012.0,1.0,11.0,Poselenie Sosenskoe,66772450.69,0.336176896,0.072157581,0,0,0,0,1,no,no,1370,6127,2056,656,629,6.699202115,5.657692151,67.89230581,5.657692151,3.1322837839999997,20.94318897,16.8,9.72,0,0,0,2366410
41,20.0,6.0,12.0,panel,1977.0,1.0,8.0,Lianozovo,5646405.14,0.258663383,0.101872465,5,5,3,3,3,yes,no,10019,51295,18262,4857,4583,2.162288878,1.286866166,14.58717559,1.215597966,1.166884759,16.36853592,29.2,0.0,1,3,0,6500000
97,50.0,4.0,9.0,panel,2003.0,3.0,12.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,2.160313391,1.399759634,17.21726526,1.434772105,3.4613109680000003,11.02650495,34.07,0.0,1,5,0,17000000
38,19.0,17.0,17.0,panel,1994.0,1.0,7.0,Krjukovo,10842309.74,0.06217241,0.161531741,6,6,2,4,1,no,no,12194,58114,14911,5767,5648,27.41602348,21.98966261,262.7682636,21.8973553,19.81095793,37.934046,9.02,4.39,0,3,0,4200000
59,45.0,8.0,9.0,panel,1968.0,3.0,6.0,Novogireevo,4395332.782,0.063755213,0.038692987000000005,4,4,2,5,1,yes,no,13523,56908,24130,6120,6533,2.214110143,1.3988711409999999,14.82314792,1.235262327,2.7749716060000003,10.96028074,6.15,5.41,0,2,3,10000000
41,20.0,7.0,12.0,panel,1998.0,1.0,8.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,1.5846798309999999,0.683925762,8.207109148999999,0.683925762,1.6781124580000002,16.743215099999997,13.73,3.18,1,2,0,5800000
62,39.0,6.0,9.0,panel,1980.0,3.0,7.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,0.075790042,0.100455735,7,7,1,6,0,no,no,13595,104635,27346,5594,7227,1.837104703,1.146764365,13.76117238,1.146764365,0.652868408,17.83815702,19.2,15.48,0,0,0,8600000
36,21.0,9.0,9.0,panel,1972.0,1.0,9.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,1.5502621069999998,0.915969472,10.99163366,0.915969472,1.086127177,12.86812077,1.61,4.6,0,3,1,3950440
34,20.0,2.0,12.0,breezeblock,1969.0,1.0,9.0,Caricyno,8287309.438999999,0.07111974900000001,0.265088676,4,5,3,2,0,yes,no,11908,84387,29059,5797,5288,3.7207589110000003,2.189313503,15.77794577,1.314828814,5.697211664,13.66283024,6.21,0.0,0,1,0,6680000
37,19.0,8.0,12.0,panel,2005.0,1.0,6.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,1.614249634,0.838825583,10.065907000000001,0.838825583,3.046225696,17.09077723,2.45,3.02,0,0,0,5550000
38,20.0,10.0,12.0,panel,2000.0,1.0,8.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,1.6993087390000001,1.123815282,2.579833259,0.214986105,4.46946491,23.05048525,20.21,0.18,0,3,0,5650000
55,39.0,1.0,9.0,brick,1972.0,3.0,5.0,Shhukino,7963518.819,0.126499246,0.16197556800000001,4,5,3,7,5,yes,no,14588,64875,26200,6700,7010,0.314237847,0.134143032,1.60971638,0.134143032,6.9671850289999995,8.610977555,6.27,16.22,3,1,1,9000000
64,38.0,6.0,8.0,brick,1975.0,3.0,7.0,Tekstil'shhiki,4808269.831,0.112559644,0.118537385,4,7,1,0,1,yes,no,13028,63388,25292,5879,6207,2.1747842669999997,1.559794009,16.41308809,1.367757341,5.617009232000001,9.004147303,5.57,0.25,0,0,0,9000000
53,32.0,2.0,10.0,panel,1997.0,2.0,9.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,2.43340368,1.02916461,12.34997532,1.02916461,6.3530448239999995,24.82454187,27.27,0.0,0,0,0,7900000
36,21.0,5.0,9.0,panel,1974.0,1.0,8.0,Filevskij Park,9629358.472000001,0.34375398799999995,0.23861713,5,5,3,6,6,yes,no,8294,65115,16058,3903,3889,1.531933919,0.7927959440000001,9.513551332,0.7927959440000001,6.877288709,7.78801637,23.52,0.14,1,1,1,7150000
83,52.0,23.0,24.0,panel,2010.0,3.0,8.0,Severnoe Butovo,8889466.752,0.579644597,0.0,6,6,2,8,0,no,no,10562,65270,14282,5102,4798,1.480578881,1.167920498,14.01504598,1.167920498,1.530372167,20.64818432,29.45,0.0,0,4,0,990000
55,30.0,8.0,14.0,panel,2002.0,2.0,11.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,1.328057053,0.7959990459999999,9.072618215,0.7560515179999999,3.353843832,22.12360239,43.47,0.0,0,3,0,8100000
84,53.0,12.0,12.0,panel,2005.0,3.0,10.0,Kosino-Uhtomskoe,14883622.34,0.024444186,0.158249043,4,5,1,0,0,yes,no,13954,49242,8935,7567,5731,2.696449968,1.7133601269999998,20.56032152,1.7133601269999998,3.691506656,17.57703742,34.51,0.0,0,0,0,11300000
55,35.0,8.0,9.0,panel,1973.0,3.0,6.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,3.8924024630000003,2.5012688659999998,26.94711517,2.245592931,0.995230317,12.96835655,32.61,0.0,0,0,0,7100000
38,19.0,2.0,17.0,panel,1992.0,1.0,8.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.0762505709999999,0.366400655,4.396807861,0.366400655,2.259972319,19.6111028,18.57,2.79,0,7,0,6100000
38,19.0,3.0,17.0,panel,1991.0,1.0,8.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,1.568862835,0.6835848390000001,7.920712592999999,0.660059383,3.946599135,13.8371549,26.3,0.0,0,3,0,5500000
72,45.0,3.0,17.0,panel,2002.0,3.0,10.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.075785796,0.453734925,5.444819104,0.453734925,1.4347625519999998,18.37397054,28.49,6.89,2,8,0,12600000
47,30.0,2.0,9.0,panel,1970.0,2.0,6.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,3.5509196480000003,1.483417182,16.50617383,1.375514485,1.84115435,16.11991037,19.65,0.99,0,2,0,6700000
38,18.0,13.0,15.0,panel,2009.0,1.0,9.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,10.61375212,8.15047151,82.23863868,6.85321989,7.769467949,26.94301606,1.55,2.82,4,0,0,2000000
39,20.0,5.0,14.0,panel,1989.0,1.0,8.0,Moskvorech'e-Saburovo,10046857.44,0.07105623400000001,0.24603154800000002,5,5,3,3,4,yes,no,7296,52450,16410,3816,3151,3.972365327,1.8870650869999999,13.10013268,1.0916777229999999,6.700350455,12.48995367,5.16,0.11,0,2,0,1000000
67,44.0,8.0,14.0,breezeblock,1976.0,3.0,9.0,Ljublino,17881913.61,0.260652636,0.13321533300000002,10,13,3,4,3,yes,yes,23651,107626,34450,10809,11395,2.463849544,1.839309936,22.07171923,1.839309936,5.766909517,10.65699902,10.38,7.07,2,0,0,9000000
89,48.0,9.0,25.0,panel,2008.0,2.0,14.0,Poselenie Moskovskij,40366999.51,0.492839845,0.075778755,0,0,0,2,3,no,no,3128,13996,4695,1497,1437,7.725594452,8.048460913,84.29389479,7.024491232000001,7.521941983,23.05979516,24.27,28.98,0,0,0,4793000
45,27.0,3.0,12.0,panel,1974.0,2.0,6.0,Basmannoe,8398460.622000001,0.015233743999999999,0.037316452,7,9,4,10,93,yes,no,13368,68043,26760,5706,6748,1.016705076,0.81336405,9.760368595,0.81336405,10.16332729,4.011288632,12.91,0.06,21,3,3,9500000
30,16.0,6.0,9.0,brick,1971.0,1.0,5.0,Vyhino-Zhulebino,15094874.77,0.300284261,0.033493708,10,11,3,8,1,yes,no,22341,140182,57086,10167,10573,1.42558383,0.841231191,10.09477429,0.841231191,2.188282762,11.89142355,1.63,9.94,0,1,0,5500000
32,18.0,8.0,9.0,panel,1972.0,1.0,6.0,Chertanovo Juzhnoe,9282438.657,0.153279465,0.127375905,6,7,3,9,3,no,no,17830,93309,32522,8356,8429,2.4605106830000003,1.697716741,20.18478686,1.6820655709999999,3.445349551,15.85162372,10.05,45.41,1,2,0,2000000
55,29.0,12.0,25.0,panel,2001.0,2.0,9.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,1.459440689,1.013083358,12.157000300000002,1.013083358,2.24576252,15.60795519,23.25,0.0,0,4,0,8800000
45,28.0,4.0,5.0,panel,1968.0,2.0,5.0,Perovo,9946335.108,0.06540882599999999,0.225824954,7,7,3,2,7,yes,no,13799,91795,33728,6400,6558,2.077991744,1.5507682459999999,18.37383153,1.531152628,2.900546864,10.91745805,22.11,0.0,0,0,0,6700000
28,11.0,7.0,9.0,panel,1978.0,1.0,6.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,2.61388603,1.431932744,15.17325422,1.2644378520000001,2.668554108,15.55741888,42.77,0.0,0,2,0,5200000
76,45.0,3.0,16.0,panel,1982.0,3.0,10.0,Lianozovo,5646405.14,0.258663383,0.101872465,5,5,3,3,3,yes,no,10019,51295,18262,4857,4583,4.308355833999999,3.013242154,35.97585553,2.997987961,0.33737881,17.23162571,14.4,25.63,2,3,0,10200000
41,20.0,14.0,14.0,panel,1992.0,1.0,8.0,Novokosino,3707575.212,0.030566196,0.041365446,5,5,1,4,0,no,no,11940,73158,18648,5539,5569,2.849411623,1.180526957,15.55201828,1.296001523,0.429263128,14.18847495,2.66,5.05,0,6,0,6050000
38,20.0,6.0,9.0,panel,2003.0,1.0,8.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,1.718503186,1.111076217,13.3329146,1.111076217,5.619271199,24.01049489,32.81,0.0,0,0,0,6600000
82,45.0,10.0,17.0,panel,2000.0,3.0,13.0,Mar'ino,11754772.16,0.188712765,0.090799103,13,14,5,15,2,no,yes,40692,161290,45487,19223,19083,2.255277676,1.398017436,16.77620923,1.398017436,4.308560053,13.04117052,13.12,0.0,1,4,0,12400000
38,19.0,10.0,16.0,breezeblock,1979.0,1.0,9.0,Butyrskoe,5027634.0030000005,0.045674312,0.460556389,1,1,1,5,14,no,no,9507,43045,16078,4571,4386,2.029936283,1.192221386,12.35785507,1.029821255,9.699510555,7.05620234,7.53,19.94,2,2,1,7500000
33,18.0,1.0,12.0,breezeblock,1967.0,1.0,9.0,Juzhnoe Medvedkovo,3879802.193,0.157331846,0.23220508399999998,4,4,0,3,1,no,yes,10412,52793,18775,4926,4860,2.435329793,1.881689494,22.30943364,1.85911947,2.870597028,13.03170415,22.65,2.11,1,3,0,5000000
43,27.0,5.0,5.0,brick,1965.0,2.0,5.0,Nagornoe,5293464.965,0.023464016,0.195781053,4,8,3,2,6,no,no,10600,49882,17396,4713,5212,1.061612658,0.711208842,8.461318357,0.705109863,9.838431985,8.921237964,17.48,23.08,5,2,1,6750000
48,31.0,10.0,12.0,breezeblock,1968.0,2.0,8.0,Severnoe Izmajlovo,4190070.548,0.051566848,0.034331497,6,7,0,4,3,no,no,11746,49742,23595,5586,5487,2.601506413,2.081205105,24.97446126,2.081205105,1.0526707370000001,13.84724367,14.8,3.82,1,0,0,6700000
83,44.0,19.0,22.0,breezeblock,1987.0,3.0,10.0,Silino,9780189.547,0.37199000200000004,0.136244425,3,3,0,1,0,no,no,5063,22548,10196,2427,2370,29.57299819,23.85911164,284.66977119999996,23.72248093,19.91619109,38.10689652,38.95,7.67,1,1,0,10400000
52,27.0,3.0,22.0,panel,2009.0,2.0,9.0,Sokol,3496889.653,0.067926965,0.174739084,4,6,0,3,9,no,no,6807,36496,13804,2982,3379,1.096655013,0.803840065,9.646080777,0.803840065,7.2502914689999995,9.104788059,3.68,17.88,11,4,0,9400000
38,20.0,2.0,14.0,panel,1985.0,1.0,8.0,Brateevo,7587523.226,0.398794394,0.0,6,6,0,5,0,yes,no,12551,69792,20247,6273,5562,2.676717491,1.101821627,13.22185952,1.101821627,2.588910947,15.06612184,31.05,0.0,0,5,0,5400000
56,34.0,5.0,5.0,brick,1958.0,2.0,7.0,Butyrskoe,5027634.0030000005,0.045674312,0.460556389,1,1,1,5,14,no,no,9507,43045,16078,4571,4386,1.7582848000000002,1.0859236,7.905787922999999,0.65881566,9.436303939,7.078471017999999,7.58,30.7,3,2,1,7600000
77,45.0,14.0,17.0,panel,1984.0,3.0,10.0,Zjablikovo,4602089.659,0.11415706099999999,0.0,4,5,0,5,0,no,yes,18221,82231,29777,8450,8647,1.9097221080000002,0.9202317109999999,11.04278053,0.9202317109999999,1.500548831,16.59029175,12.8,0.0,0,2,0,11300000
73,43.0,14.0,19.0,panel,1993.0,3.0,10.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,2.553162612,1.2912475909999999,15.4949711,1.2912475909999999,3.006789355,20.08276495,35.09,0.0,0,4,0,10900000
32,18.0,3.0,9.0,panel,1969.0,1.0,6.0,Severnoe Tushino,9249237.174,0.374067926,0.0,5,5,3,5,0,no,no,22961,93843,39573,10190,11319,3.119705723,1.55665146,18.67981752,1.55665146,1.45376043,16.70894266,20.05,0.0,0,2,0,1000000
72,41.0,9.0,14.0,panel,1996.0,3.0,8.0,Juzhnoe Butovo,26155137.04,0.137846204,0.041116354,11,13,1,4,4,no,no,30808,121369,26087,14080,14892,7.75035947,5.73613227,53.43996246,4.453330205,4.508727536,23.65884265,25.94,22.98,0,0,0,8650000
73,50.0,3.0,10.0,brick,1957.0,3.0,8.0,Sokol,3496889.653,0.067926965,0.174739084,4,6,0,3,9,no,no,6807,36496,13804,2982,3379,1.924825442,0.6337623370000001,7.605148047999999,0.6337623370000001,7.682444084,8.539788703,9.43,11.05,10,2,0,18500000
44,28.0,3.0,9.0,brick,1970.0,2.0,5.0,Babushkinskoe,4934147.223999999,0.11640032,0.122190486,3,3,1,3,2,no,yes,9734,52560,23912,4300,4724,2.9665576039999997,1.332036389,12.69449661,1.0578747179999999,2.454132736,13.6033449,12.55,4.4,0,3,0,7600000
45,29.0,6.0,9.0,brick,1969.0,2.0,5.0,Kuz'minki,7984443.568,0.372734826,0.000995363,8,8,1,5,1,yes,no,16405,93811,32027,7753,7651,2.7433229889999997,1.9793066419999998,20.00807254,1.667339378,2.422794145,11.78918727,4.97,9.81,0,0,0,6200000
49,20.0,4.0,12.0,mass concrete,2002.0,1.0,16.0,Sokolinaja Gora,7905261.321,0.014925117,0.319809354,4,4,5,8,16,yes,no,9647,55337,20972,4257,4756,1.3090251290000001,0.898686628,10.78423954,0.898686628,6.504385899,7.4948450289999995,11.65,27.01,1,0,0,2000000
33,17.0,7.0,12.0,breezeblock,1969.0,1.0,9.0,Hamovniki,10071560.22,0.048790575999999995,0.0,5,8,5,5,87,yes,no,14868,61102,26756,6374,7538,1.150790736,0.794818261,3.4809085989999997,0.290075717,10.28035126,3.99439308,9.34,0.0,16,0,1,9500000
75,43.0,14.0,17.0,panel,1984.0,3.0,10.0,Kotlovka,3998216.265,0.25871247199999997,0.014423113999999999,1,1,0,3,4,no,no,8284,41476,14557,3977,3806,1.5395284340000002,0.8536967190000001,10.24436063,0.8536967190000001,10.60801132,6.497159057999999,5.98,4.88,1,2,0,15000000
38,18.0,14.0,17.0,panel,1993.0,1.0,8.0,Mitino,12583535.69,0.19470286899999997,0.069753361,9,10,1,11,4,no,no,28563,120381,29529,13087,13670,1.7637166690000001,0.852075565,10.22490678,0.852075565,3.03116649,20.21137646,29.69,0.93,0,2,0,6800000
34,19.0,2.0,12.0,breezeblock,1968.0,1.0,9.0,Severnoe Medvedkovo,5725729.259,0.141280723,0.175054867,4,4,1,0,3,yes,no,19487,77062,26324,8132,10055,1.443049961,0.934872011,11.21846413,0.934872011,1.31833997,14.55927552,20.74,2.18,0,0,0,5850000
48,31.0,11.0,12.0,breezeblock,1967.0,2.0,8.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,3.2899294269999997,1.9897074469999998,22.50720663,1.8756005530000002,1.408627545,14.17229553,12.41,1.98,0,0,0,6700000
31,21.0,1.0,9.0,breezeblock,1964.0,1.0,5.0,Taganskoe,8087656.379,0.048011029000000004,0.007658515,5,10,3,19,56,yes,no,14715,71253,30774,6694,7077,1.458167961,0.9988312429999999,5.249197067,0.437433089,10.4353837,3.8272196380000003,2.21,9.45,13,4,1,5800000
54,28.0,6.0,15.0,panel,2007.0,2.0,9.0,Krjukovo,10842309.74,0.06217241,0.161531741,6,6,2,4,1,no,no,12194,58114,14911,5767,5648,25.37118313,20.54344598,246.3543971,20.52953309,18.96531089,37.12629165,3.23,15.36,1,2,0,7400000
51,30.0,17.0,17.0,panel,2000.0,2.0,8.0,Ramenki,18800000.1,0.16962541899999997,0.019508796000000002,8,8,5,5,11,yes,no,16928,79011,29172,8371,7687,1.879694432,1.338243535,4.817202625,0.401433552,5.673164036,8.877156486,4.37,0.0,0,1,0,11900000
54,30.0,15.0,17.0,panel,2011.0,2.0,9.0,Poselenie Vnukovskoe,25536296.81,0.496315283,0.0071223169999999995,0,0,0,1,0,no,no,574,2566,861,275,264,5.38760186,4.477193672,53.93741787,4.494784822,9.351639629,24.09334158,24.16,0.0,0,1,0,6093750
83,44.0,9.0,17.0,panel,1985.0,3.0,10.0,Krylatskoe,12164477.11,0.297166335,0.0,7,7,2,6,4,no,yes,10175,48620,19712,4611,5067,0.935154134,0.27993297100000003,3.3591956489999997,0.27993297100000003,2.270977161,13.01588195,20.06,0.0,2,5,0,17000000
37,18.0,4.0,17.0,panel,2011.0,4.0,6.0,Golovinskoe,8841267.454,0.127511955,0.307466659,4,6,2,5,9,no,no,10346,63495,27005,4566,5048,1.390377435,1.112301953,13.34762344,1.112301953,5.608295107000001,11.52981125,20.96,39.6,7,2,0,4791600
61,38.0,6.0,9.0,panel,1971.0,3.0,7.0,Kon'kovo,7811375.433999999,0.127002383,0.135649789,5,5,3,11,6,yes,no,16468,100062,36718,7517,7960,1.389838374,1.058191598,12.52443049,1.043702541,3.53629951,13.84167892,48.08,0.0,1,4,0,9000000
36,15.0,2.0,13.0,breezeblock,2005.0,1.0,9.0,Meshhanskoe,4512002.453,0.128162441,0.015016891999999999,3,3,0,8,59,no,no,5919,33502,18578,2420,3079,0.92127374,0.528706728,6.34448074,0.528706728,11.50815318,4.036718106,6.99,19.91,12,1,0,9500000
77,46.0,13.0,16.0,panel,1980.0,3.0,10.0,Jasenevo,24813850.39,0.683844404,0.037177818,7,7,1,7,1,yes,no,23483,105171,46177,10712,11217,3.302619299,2.3968856169999997,28.38054598,2.365045498,0.200754737,18.08903603,43.02,0.0,0,0,0,3990000
37,19.0,15.0,16.0,panel,1982.0,1.0,8.0,Kuncevo,52351766.54,0.070662054,0.035145267,7,8,0,3,3,yes,no,19784,85551,37127,9347,9292,3.490998728,2.260244286,23.81600967,1.984667472,2.740538837,12.09606281,3.12,0.0,1,0,0,7200000
76,45.0,2.0,17.0,panel,2000.0,3.0,10.0,Vostochnoe Degunino,3875439.354,0.100505636,0.219006007,4,4,1,4,3,no,no,13938,59008,21618,6222,6746,2.834228271,1.2500304309999999,15.00036517,1.2500304309999999,5.371519601,12.03859259,5.83,40.29,4,3,0,2000000
33,18.0,2.0,9.0,panel,1973.0,1.0,7.0,Veshnjaki,10518366.87,0.334905313,0.012338886,6,7,2,4,1,no,no,11729,74032,33184,5208,5776,4.010416913,2.432083115,29.18499739,2.432083115,0.5675856420000001,13.17211407,3.93,1.85,0,2,0,4750000
58,41.0,3.0,9.0,panel,1975.0,3.0,6.0,Ivanovskoe,10207215.1,0.512707469,0.00016967599999999998,7,8,1,1,0,yes,no,12919,77612,32331,6027,5992,4.891802388,3.6182964739999997,38.66592968,3.222160807,1.234294357,12.9230901,58.28,0.0,0,0,0,8500000
28,15.0,4.0,5.0,brick,1965.0,1.0,5.0,Tekstil'shhiki,4808269.831,0.112559644,0.118537385,4,7,1,0,1,yes,no,13028,63388,25292,5879,6207,1.859027244,1.375847821,15.55059042,1.295882535,5.719073868,8.808337893,7.09,0.64,0,0,0,4830000
37,21.0,2.0,6.0,brick,1932.0,2.0,6.0,Krasnosel'skoe,4996777.402,0.011047989,0.246623602,2,6,3,6,45,no,no,5670,30314,11261,2287,2940,1.121195971,0.719679,6.60390071,0.550325059,11.70804216,3.061217085,2.15,7.73,36,7,3,8700000
36,21.0,5.0,9.0,panel,1974.0,1.0,6.0,Gol'janovo,14286990.83,0.389353565,0.194489265,6,7,3,5,3,yes,no,16831,98260,41919,7751,8004,5.0209333769999995,3.8742264730000002,45.55890233,3.796575194,0.23006355,15.38117571,6.74,0.0,0,1,0,5000000
47,30.0,2.0,12.0,panel,1973.0,2.0,6.0,Birjulevo Zapadnoe,8464344.053,0.075206255,0.521867054,4,4,0,0,0,yes,no,12273,54914,18534,5226,6149,5.48498159,5.916255321,54.16911241,4.5140927,1.34758632,18.17288999,6.07,41.8,0,0,0,5400000
29,17.0,4.0,9.0,brick,1971.0,1.0,5.0,Babushkinskoe,4934147.223999999,0.11640032,0.122190486,3,3,1,3,2,no,yes,9734,52560,23912,4300,4724,1.4237919490000002,0.84320148,10.11841775,0.84320148,3.647724993,12.320525,7.14,13.12,1,3,0,5600000
56,41.0,9.0,9.0,brick,1968.0,3.0,5.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,1.867924837,1.397950904,16.00720403,1.333933669,6.525895105,8.582098017,10.27,0.05,2,0,0,8800000
38,19.0,2.0,16.0,panel,1981.0,1.0,9.0,Butyrskoe,5027634.0030000005,0.045674312,0.460556389,1,1,1,5,14,no,no,9507,43045,16078,4571,4386,2.275659007,1.18796266,12.99237694,1.082698078,8.649091353,8.408328127,7.13,0.06,0,1,1,2000000
82,47.0,5.0,14.0,panel,2005.0,3.0,8.0,Savelovskoe,2641243.496,0.015899966,0.051942062000000004,2,2,2,0,7,no,no,8583,35405,14007,4119,4017,1.4830296440000001,0.799661121,12.24961476,1.02080123,10.58682853,6.313810988999999,5.02,14.27,13,2,0,10200000
39,23.0,5.0,12.0,breezeblock,1969.0,2.0,6.0,Preobrazhenskoe,5586342.585,0.086219843,0.040242764,2,3,3,1,11,no,no,7385,51951,24166,3381,3478,2.286412369,1.5095475809999999,17.34636415,1.445530346,6.581351702,8.535556228999999,11.45,0.01,2,0,0,1000000
58,30.0,2.0,7.0,panel,1997.0,2.0,11.0,Orehovo-Borisovo Severnoe,7462269.562999999,0.38709985399999997,0.007720281999999999,6,6,0,4,2,no,no,10079,83861,35267,4669,4788,2.642736062,1.173205785,14.07846942,1.173205785,3.270898145,15.56904828,24.94,0.39,2,3,0,8100000
51,30.0,3.0,17.0,panel,2008.0,2.0,9.0,Babushkinskoe,4934147.223999999,0.11640032,0.122190486,3,3,1,3,2,no,yes,9734,52560,23912,4300,4724,2.217108899,1.452486731,17.42984077,1.452486731,3.827189963,12.2363994,7.94,7.53,0,0,0,3127850
